customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,IsSeniorCitizen
0939-YAPAF,Female,-0.43991649313097614,No,No,0.10704778280226633,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1794872601989819,0.1262614960478208,Yes,0
0308-IVGOK,Female,-0.43991649313097614,No,No,-0.8702409464784621,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),-0.8096837489998675,0.7046199520778742,No,0
7293-LSCDV,Female,-0.43991649313097614,Yes,Yes,1.125056875803025,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.5126238800701375,-1.7017878967767586,No,0
7025-WCBNE,Male,2.273158691738958,No,No,0.5956921474426305,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.17155370093607614,-0.10219319251234202,No,0
5756-JYOJT,Female,-0.43991649313097614,No,No,-0.8702409464784621,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.004596781081533054,-0.0040003071191476135,No,0
4710-FDUIZ,Male,-0.43991649313097614,Yes,No,0.9621754209229036,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),1.1811490571991479,1.136472591283281,Yes,0
6030-REHUX,Female,2.273158691738958,Yes,No,-0.1779947632379461,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.5317882242341998,-0.2726502823032403,No,0
9548-LIGTA,Male,-0.43991649313097614,Yes,No,1.1657772395230555,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,0.5413572121351905,0.6311019163588595,No,0
5150-LJNSR,Male,-0.43991649313097614,Yes,Yes,-0.055833672077855064,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),1.1063681921916724,-0.061772598840199165,No,0
8270-RKSAP,Male,-0.43991649313097614,No,No,-0.9516816739185228,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.19071804510013865,-0.18150286840736826,No,0
6522-YRBXD,Male,2.273158691738958,Yes,No,0.10704778280226633,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.9900424021800438,0.10598184403360333,No,0
2640-LYMOV,Male,-0.43991649313097614,No,No,-1.2367242199587352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4993295040688086,1.8542571113806146,No,0
1218-VKFPE,Female,-0.43991649313097614,Yes,Yes,-0.8295205827584317,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5209328650709681,1.2616451165701206,Yes,0
3627-FHKBK,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0.3502505571160864,-0.4474256771184147,Yes,0
2865-TCHJW,Female,2.273158691738958,No,No,-1.1552834925186746,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8122301231622688,-0.9383560534157791,Yes,0
1423-BMPBQ,Female,-0.43991649313097614,Yes,Yes,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5209328650709681,1.942907450623935,No,0
2393-DIVAI,Female,-0.43991649313097614,No,No,-1.1960038562387048,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4876969250676457,1.7792912592953676,No,0
5192-EBGOV,Female,2.273158691738958,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6959043331506402,-0.8889792211418684,Yes,0
4568-KNYWR,Male,-0.43991649313097614,No,No,0.7992939660427822,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),-0.0502425199239492,-0.040158543013996864,No,0
8752-IMQOS,Male,-0.43991649313097614,Yes,Yes,-1.1145631287986442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4843733310673135,1.6544277841796506,No,0
0742-LAFQK,Male,-0.43991649313097614,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,1.1429277261953275,1.8443438894985422,No,0
0795-LAFGP,Male,-0.43991649313097614,Yes,Yes,1.5729808767233588,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.8521132511662559,1.3403578488870889,No,0
0619-OLYUR,Male,-0.43991649313097614,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.5666859612376889,2.528163079034502,No,0
5512-IDZEI,Male,-0.43991649313097614,Yes,Yes,0.5549717837226001,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-1.3248408190513656,-0.7352492724974469,No,0
0459-SPZHJ,Male,-0.43991649313097614,Yes,Yes,1.247217966963116,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.6227852651433307,0.7767489722466501,No,0
0215-BQKGS,Male,-0.43991649313097614,No,No,-0.0965540357978854,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.6493740171459885,-0.06269968209773043,No,0
9244-ZVAPM,Male,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6368568609825906,0.813549347640871,No,0
0719-SYFRB,Female,-0.43991649313097614,No,No,-0.8295205827584317,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,-0.10342002392926519,0.08578903851869502,Yes,0
8208-EUMTE,Male,-0.43991649313097614,No,No,-0.6666391278783103,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,-0.32942441595185784,0.21960720535196823,No,0
5172-MIGPM,Male,-0.43991649313097614,No,No,-1.1552834925186746,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,0.02620014208369237,-0.030268591650933627,No,0
1710-RCXUS,Male,-0.43991649313097614,Yes,No,0.758573602322752,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),0.8504514541660894,0.6451300231873932,No,0
0374-FIUCA,Male,-0.43991649313097614,Yes,No,1.3286586944031769,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.4744025490663168,-1.9589777658671685,No,0
5839-SUYVZ,Male,-0.43991649313097614,No,No,-0.6666391278783103,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.32532360211359457,-0.2168734423912371,No,0
5173-ZXXXL,Male,-0.43991649313097614,No,No,-1.2367242199587352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4893587220678117,1.8419260037880532,No,0
1096-ADRUX,Female,-0.43991649313097614,Yes,Yes,1.369379058123207,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),0.3153528201125979,0.43183754778228645,No,0
2001-MCUUW,Male,-0.43991649313097614,No,No,0.5549717837226001,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1.4586691562268908,0.8095202234923776,No,0
2731-GJRDG,Female,-0.43991649313097614,No,No,-0.015113308357824713,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.4885815022298807,-0.022497391258954124,No,0
4723-BEGSG,Male,-0.43991649313097614,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7274784761537967,1.1739329193652484,No,0
6516-NKQBO,Male,-0.43991649313097614,Yes,Yes,0.22920887396235737,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.5396954151350245,0.12370297838574597,No,0
8672-OAUPW,Male,-0.43991649313097614,No,Yes,0.758573602322752,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),-0.562075995975115,-0.42637601304599165,No,0
8207-DMRVL,Male,-0.43991649313097614,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.654761202246493,2.67029020470276,No,0
3419-SNJJD,Female,2.273158691738958,Yes,No,1.3286586944031769,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1.3456669602155942,1.787932106461543,Yes,0
6543-CPZMK,Male,-0.43991649313097614,Yes,Yes,-0.9516816739185228,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.156999322034587,1.101095051516472,Yes,0
4765-OXPPD,Female,-0.43991649313097614,Yes,Yes,-0.9516816739185228,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,0.00792037508186511,-0.007537675815971945,Yes,0
2804-ETQDK,Male,-0.43991649313097614,No,Yes,1.369379058123207,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4694171580658184,-2.0121890839022503,No,0
6689-VRRTK,Female,2.273158691738958,No,No,0.47353105628253944,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.4968904872307114,0.7088241335576438,No,0
7138-GIRSH,Male,-0.43991649313097614,No,No,0.7178532386027215,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.1574821050968162,0.11304903916572367,No,0
9396-ZSFLL,Female,-0.43991649313097614,No,No,-0.7073594915983407,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.5288400559717926,0.37408003312904525,No,0
6464-KEXXH,Male,-0.43991649313097614,No,No,-0.9924020376385531,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.3132082400502028,1.3032305332695593,No,0
7134-MJPDY,Female,2.273158691738958,No,No,1.369379058123207,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.2659007042076202,1.7334979140053355,No,0
5240-CAOYT,Female,-0.43991649313097614,No,No,1.002895784642934,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.7573908221567865,0.7595840628682874,No,0
4059-IIEBK,Female,-0.43991649313097614,No,No,-1.0331224013585834,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.4582673621268844,-0.4734462776247903,No,0
4881-JVQOD,Male,2.273158691738958,Yes,Yes,-0.9109613101984924,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-1.004113998019304,0.9147090032243115,No,0
0516-UXRMT,Female,-0.43991649313097614,No,No,1.2064976032430856,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,0.9069525521717376,1.094236080450401,No,0
4851-BQDNX,Male,-0.43991649313097614,Yes,Yes,0.3106496014024181,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,0.6743009721484804,0.20947132822318845,No,0
5148-HKFIR,Female,-0.43991649313097614,No,No,-0.5037576729981889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4976677070686424,0.7544615990374325,No,0
1009-IRMNA,Female,-0.43991649313097614,No,No,-1.0331224013585834,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4876969250676457,1.5369730197196665,Yes,0
3003-CMDUU,Female,-0.43991649313097614,Yes,No,-0.30015585439803716,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0099839661820376,-0.30315260029768776,No,0
5016-IBERQ,Male,-0.43991649313097614,Yes,No,-0.38159658183809786,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.6477122201458225,-0.24716476922241143,No,0
6797-UCJHZ,Female,2.273158691738958,Yes,No,1.369379058123207,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),1.3240635992134344,1.8131449643861164,No,0
2469-DTSGX,Female,2.273158691738958,No,No,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1.5583769762368582,2.5147548596318363,No,0
4554-YGZIH,Male,2.273158691738958,Yes,No,0.6771328748826912,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),0.8404806721650927,0.569117093826486,Yes,0
5099-BAILX,Male,2.273158691738958,Yes,Yes,0.43281069256250915,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.5284646302338678,0.6615358351688198,Yes,0
9931-KGHOA,Female,-0.43991649313097614,Yes,No,0.5549717837226001,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.3244390249513595,-0.18005450438647716,No,0
1775-KWJKQ,Male,-0.43991649313097614,Yes,Yes,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8338334841644282,1.3455581277193709,No,0
7665-VIGUD,Male,-0.43991649313097614,No,No,-0.9109613101984924,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4760643460664828,1.3446375106300041,No,0
9411-TPQQV,Female,-0.43991649313097614,No,No,0.3106496014024181,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),-0.3393951979528547,-0.10543298296194911,No,0
7207-RMRDB,Female,-0.43991649313097614,Yes,Yes,1.3286586944031769,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3539759452164248,1.7989719116245624,Yes,0
7954-MLBUN,Male,-0.43991649313097614,No,No,-0.055833672077855064,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.1528985081963241,-0.06437055724568186,No,0
2077-DDHJK,Female,-0.43991649313097614,Yes,No,1.4508197855632678,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.20401242110146783,0.29598525703467465,No,0
4913-EHYUI,Male,2.273158691738958,Yes,Yes,0.9621754209229036,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3224018022132684,1.2723825106737578,Yes,0
0195-IESCP,Male,-0.43991649313097614,Yes,No,-0.9109613101984924,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6809481601491449,-0.6203174281467179,Yes,0
9574-BOSMD,Male,-0.43991649313097614,Yes,Yes,1.4508197855632678,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3082228490497045,-1.8979955933272596,No,0
4580-TMHJU,Female,-0.43991649313097614,Yes,Yes,0.43281069256250915,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,-0.28621769394753876,-0.12387807834107853,Yes,0
0970-ETWGE,Male,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8238627021634315,-1.0524389465736275,Yes,0
4908-XAXAY,Female,2.273158691738958,No,No,0.6771328748826912,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0.8338334841644282,0.5646160643057102,No,0
8404-VLQFB,Female,-0.43991649313097614,Yes,Yes,-0.7073594915983407,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.3132082400502028,0.9289103130446631,No,0
1626-ERCMM,Male,2.273158691738958,Yes,No,-0.5037576729981889,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9900424021800438,-0.4987414566917559,Yes,0
0887-HJGAR,Male,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6335332669822583,0.8093036404867993,Yes,0
2391-IPLOP,Male,-0.43991649313097614,Yes,Yes,0.7178532386027215,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,0.16246749609731476,0.11662781824113243,No,0
5644-PDMZC,Female,2.273158691738958,No,No,-1.2367242199587352,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,0.8222009051632655,-1.0168357730874056,Yes,0
3509-GWQGF,Male,2.273158691738958,No,No,-0.3408762181180675,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.17410007509847744,-0.05934657517364053,No,0
9576-ANLXO,Female,-0.43991649313097614,No,No,-1.1960038562387048,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.15914390209698223,-0.19033672060486564,Yes,0
2024-BASKD,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.32698539911376057,-0.4177057270399129,Yes,0
5845-BZZIB,Male,-0.43991649313097614,Yes,Yes,0.10704778280226633,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4843733310673135,-0.15889887394157035,No,0
1140-UKVZG,Female,-0.43991649313097614,No,No,-0.62591876415828,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.328164413051698,0.8313230280163262,No,0
4160-AMJTL,Female,2.273158691738958,No,No,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.4993295040688086,1.487937654929487,Yes,0
5183-SNMJQ,Male,-0.43991649313097614,No,No,-0.9109613101984924,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.0083221691818711,-0.9185424843401032,No,0
8100-PNJMH,Male,-0.43991649313097614,Yes,Yes,1.4508197855632678,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8005975441611056,1.1615227573422942,No,0
7838-LAZFO,Male,-0.43991649313097614,Yes,No,0.5142514200025698,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.466576347127715,0.2399375490500394,No,0
4464-JCOLN,Male,-0.43991649313097614,Yes,Yes,-1.2367242199587352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4926823160681442,1.8460363729855738,Yes,0
2085-JVGAD,Male,-0.43991649313097614,Yes,No,0.18848851024232702,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4760643460664828,-0.278221169611886,No,0
5650-VDUDS,Female,-0.43991649313097614,No,No,-1.1552834925186746,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.3464441800535252,1.5555247348136796,Yes,0
8095-WANWK,Female,-0.43991649313097614,No,No,-0.9109613101984924,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6484894399837535,0.5907487898974867,No,0
3030-ZKIWL,Male,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4860351280674797,1.8983275255061827,No,0
9565-FLVCG,Male,-0.43991649313097614,Yes,Yes,1.3286586944031769,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,0.15914390209698223,0.2114479291824034,No,0
8755-OGKNA,Female,-0.43991649313097614,Yes,Yes,1.002895784642934,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.504314895069307,-1.5086710670405856,No,0
2800-VEQXM,Female,-0.43991649313097614,No,No,-1.1960038562387048,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.3319707901142591,-0.3970383451352636,No,0
7538-GWHML,Female,-0.43991649313097614,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.16246749609731476,-0.20092748737960045,Yes,0
5533-RJFTJ,Male,-0.43991649313097614,No,No,0.6771328748826912,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.1486903370337564,-0.7778159902656351,No,0
3859-CVCET,Female,-0.43991649313097614,No,No,-1.1552834925186746,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6351950639824246,0.7338303719482385,Yes,0
0214-JHPFW,Female,-0.43991649313097614,Yes,No,1.5322605130033284,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),-0.23137839294205673,-0.35453197506728157,No,0
5642-MHDQT,Female,-0.43991649313097614,Yes,Yes,0.8400143297628127,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.4926823160681442,-1.253874535280785,No,0
3088-FVYWK,Male,-0.43991649313097614,Yes,Yes,0.8400143297628127,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.303237458049206,-1.0947381398449956,No,0
3276-HDUEG,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3419415721152558,-0.4368114092332355,Yes,0
9092-GDZKO,Male,-0.43991649313097614,No,No,-0.4223169455581282,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.3265026160515319,0.5602045330857495,No,0
0823-HSCDJ,Male,2.273158691738958,No,No,0.7992939660427822,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.518869273970796,-0.41472907984985646,Yes,0
3729-OWRVL,Male,2.273158691738958,No,No,1.3286586944031769,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1.5151702542325387,2.0131441317871346,No,0
2324-AALNO,Female,-0.43991649313097614,No,No,0.6364125111626608,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.3364733980525287,-0.8505483913567042,No,0
0822-GAVAP,Female,-0.43991649313097614,No,No,-1.2367242199587352,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.9991286070188055,1.2356465471537899,Yes,0
5760-IFJOZ,Male,-0.43991649313097614,No,No,-1.1960038562387048,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1.435403998224565,-1.7167487171370346,No,0
2826-UWHIS,Male,-0.43991649313097614,Yes,No,0.5142514200025698,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.5529897911363537,0.28437578533879443,No,0
1448-PWKYE,Male,-0.43991649313097614,Yes,Yes,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.5064594751317021,-0.6469739133597833,Yes,0
7501-IWUNG,Female,-0.43991649313097614,Yes,Yes,1.1657772395230555,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.3003966471111027,0.35019557403116275,No,0
4957-TREIR,Male,-0.43991649313097614,No,No,-1.1960038562387048,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.012021188920128179,0.014377388305047293,No,0
7251-LJBQN,Female,2.273158691738958,No,No,0.3106496014024181,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.2958130502106107,0.4025438075399778,No,0
8040-MNRTF,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.21065960910213194,-0.26910597664740443,No,0
1536-HBSWP,Female,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-0.49394231896830415,0.6309839400157893,No,0
5313-FPXWG,Male,-0.43991649313097614,No,No,0.758573602322752,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.3348116010523623,-1.0125528446324905,No,0
0067-DKWBL,Male,2.273158691738958,No,No,-1.2367242199587352,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.5155456799704636,0.6375878289145673,Yes,0
0946-FKYTX,Male,-0.43991649313097614,No,No,0.7992939660427822,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,-1.152013931034089,-0.9207977838727731,No,0
5076-YVXCM,Male,-0.43991649313097614,No,No,0.758573602322752,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6194616711429987,0.4699072713798164,No,0
8262-COGGB,Male,-0.43991649313097614,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4727407520661506,1.881344696889896,No,0
6663-JOCQO,Male,-0.43991649313097614,Yes,Yes,-0.055833672077855064,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.3485887601159204,-0.01946299052233838,No,0
9620-QJREV,Male,-0.43991649313097614,No,Yes,0.5956921474426305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.4694171580658184,-0.8753202623772747,No,0
2276-YDAVZ,Female,-0.43991649313097614,No,No,-1.1960038562387048,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3436033691154218,-0.4109509544786555,Yes,0
2682-KEVRP,Female,2.273158691738958,No,No,-0.4223169455581282,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.4860351280674797,0.62757781627754,No,0
2480-JZOSN,Female,-0.43991649313097614,Yes,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4660935640654862,1.8728532825817525,No,0
